birthdate	job	ssn	username	registration	name	address	blood_group	company	user_id	mail	current_location	station_ID
1918-06-23		476-44-5499	mhesse	07 Jul 2019	Mary Schottin		B+	Wilmsen KG	1450	efritsch@yahoo.de	(Decimal('-27.612703'), Decimal('-20.886005'))	143
		498-06-9962	sofiakeudel	2020-04-03	Ruben Budig	"Dobesgasse 4
49042 Staffelstein"	AB-	Beer Weiß OHG mbH	880	nuri03@aol.de	(Decimal('31.7303555'), Decimal('-23.467939'))	195
1955-07-10		572-29-6817	brownjason	03/19/2020, 00:00:00	Jennifer Mcgee		O-	Garcia, Evans and Watkins	494	gabriellemiller@yahoo.com	(Decimal('34.783925'), Decimal('-59.452277'))	548
1989-09-20	Early years teacher	119-47-5920	tina79	09 May 2024	Jocelyn Baldwin	"1598 Brown Islands
Shannontown, MN 96653"	O+	Ortega-Davis	1991	haynesregina@gmail.com	(Decimal('1.2824055'), Decimal('6.990002'))	367
1911-05-06	Nutricionista	41290736561	ester99	2019/04/22	Josué Martins	"Colônia Ana Julia da Conceição, 15
Embaúbas
30491313 Caldeira do Campo / AM"	O-	Barbosa Ltda.	1283	luna70@gmail.com	(Decimal('0.8546875'), Decimal('15.993164'))	47
	気象予報士	229-53-6155	naoki78	2021/07/05	松本 晃	福井県福生市土呂部32丁目19番5号 シャルム無栗屋655	B+	田中水産合同会社	317	nakamurakumiko@gmail.com	(Decimal('-22.053706'), Decimal('-117.530606'))	34
		438-55-6318	ikedachiyo	07/03/2024, 00:00:00	山下 明美	高知県横浜市鶴見区秋葉原31丁目15番18号	AB-	有限会社中村通信	1110	maedaakira@gmail.com	(Decimal('-77.568239'), Decimal('145.297992'))	441
1969-05-06	お笑い芸人	119-32-5058	ghayashi	25 Oct 2023	池田 くみ子	香川県山武郡横芝光町浅草15丁目3番13号	B-	株式会社田中農林	18	jishii@yahoo.com	(Decimal('32.4581875'), Decimal('-157.821209'))	605
	Barman	08351729612	maite59	2025/03/02	Leandro Cunha	"Vila Fogaça, 31
Vila Nova Gameleira 3ª Seção
74327-736 Vieira das Flores / MS"	AB-	Silva	549	fonsecajoao-guilherme@hotmail.com	(Decimal('-25.053399'), Decimal('9.172573'))	133
		35072841626	carolinacardoso	2019/12/27	Leandro Oliveira	"Alameda de Albuquerque, 1
Vila Olhos D'água
51968-175 Nunes / ES"	AB-	Jesus	894	ramosbento@hotmail.com	(Decimal('-37.2997105'), Decimal('126.975590'))	474
1943-09-08		832-82-3881	georgetaylor	03/13/2019, 00:00:00	Melvin Anderson		AB-	Bender-Torres	1900	andrew34@hotmail.com		756
	Armed forces logistics/support/administrative officer	713-85-4465	nichole73	01/01/2022, 00:00:00	Sydney Christian	"PSC 6642, Box 0991
APO AA 69593"	A-	Long, Fowler and Mckinney	938	meadowscory@yahoo.com	(Decimal('29.864739'), Decimal('99.449356'))	37
		486-92-1861	seipclaudia	2024-10-17	Aloys Mälzer-Henschel	"Jelena-Kühnert-Ring 9-9
01027 Schlüchtern"	B-	Juncken	611	ingaholzapfel@hotmail.de	(Decimal('-5.5795825'), Decimal('-14.731135'))	717
1916-03-01	Magazine features editor	FTTMRS80R24B234K	enzo07	2023/10/14	Sig.ra Romana Iannotti	"Vicolo Mariana, 93 Piano 9
93014, Mussomeli (CL)"	AB-	Fioravanti, Opizzi e Duse e figli	349	guidopelli@libero.it	(Decimal('-44.620168'), Decimal('69.558703'))	623
	Engineer, biomedical	PTRPRR60L61I151E	antonina83	2025-01-26	Luisa Cagnin	"Canale Farina, 87 Piano 5
33049, San Pietro Al Natisone (UD)"	B+	Emanuelli, Passalacqua e Beffa e figli	1664	azeglio41@tele2.it	(Decimal('-44.907128'), Decimal('-163.774212'))	798
		94068235783	dribeiro	09 Nov 2021	José Pedro Gonçalves	"Travessa José Miguel da Luz, 33
Vila Primeiro De Maio
61290499 Aparecida / AL"	AB+	Novais	168	cunhatheodoro@yahoo.com.br	(Decimal('52.6743695'), Decimal('-152.919196'))	217
1911-01-15	Drogist	647-33-6850	josefinemetz	28 Jun 2021	Jacob Täsche	"Hofmannplatz 1
15552 Mellrichstadt"	O+	Geisel Weihmann GbR	139	geiseldorle@gmail.com	(Decimal('30.555724'), Decimal('140.879502'))	194
1997-06-27		50749286300	lferreira	02/01/2025, 00:00:00	Cauã Moreira	"Travessa Sá
Sport Club
12644856 Pereira / RS"	AB-	Moura Moraes S.A.	1434	erick88@bol.com.br	(Decimal('10.624081'), Decimal('140.104222'))	153
	Ausbaufacharbeiter	061-17-7684	mbiggen	2023-04-02	Cathleen Mende-Finke	"Cichoriusgasse 6212
66117 Hamburg"	B-	Karge Stiebitz AG & Co. KGaA	218	tillycichorius@aol.de	(Decimal('37.310804'), Decimal('-146.894495'))	14
		831-80-7591	mechthildgorlitz	03/22/2019, 00:00:00	Aline Hartmann	"Vera-Krein-Gasse 76
22354 Hagenow"	B-	Dehmel Hettner GmbH & Co. OHG	1221	wolf-ruediger82@googlemail.com	(Decimal('-55.927635'), Decimal('-163.440694'))	445
		866-10-2711	timothy03	2023-06-10	Gina Davis	"8149 Henderson Drives
South Ashleeberg, MS 56174"	O-	White, Hobbs and Reeves	1265	michelepeterson@hotmail.com	(Decimal('-78.6662885'), Decimal('-152.380309'))	831
	絵本作家	737-98-4782	naokiito	17 Sep 2022	井上 春香	山形県長生郡睦沢町西神田25丁目5番16号 コーポ竜泉888	B+	中村ガス合同会社	165	nmatsumoto@hotmail.com	(Decimal('54.084100'), Decimal('86.765365'))	786
1937-07-21		758-47-6008	brianhendrix	10/10/2018, 00:00:00	Rachel Weaver	"386 Clark Station
Penaview, VT 83196"	AB-	Ferrell, Freeman and Brown	842	rellis@gmail.com	(Decimal('-89.2118765'), Decimal('106.985512'))	123
1991-01-04	Pfleger	466-23-1423	uschiraedel	2019-03-10	Ing. Alois Girschner B.A.	"Margitta-Schleich-Gasse 40/18
52285 Berlin"	A-	Kramer KG	783	camilla89@gmx.de	(Decimal('15.2941315'), Decimal('7.759657'))	449
	Scientist, marine	CRBMRL13T28E065L	zeinaudi	2024/02/19	Dott. Pina Bignami	"Viale Valmarana, 87
96014, Floridia (SR)"	B-	Pisacane SPA	227	vianellonapoleone@vodafone.it	(Decimal('21.026215'), Decimal('-29.159860'))	837
1971-03-25		164-23-1960	vclarke	07/29/2023, 00:00:00	Mr. Cory Edwards		O+	James, Brown and Miller	2006	pedro29@yahoo.com	(Decimal('-33.3985395'), Decimal('28.879587'))	506
1936-11-11		793-00-4082	wolf-dieter47	2025-07-19	Ina Staude		AB+	Jacobi Jäckel Jacobi Jäckel AG	1372	margarita69@hotmail.de	(Decimal('50.627452'), Decimal('8.424675'))	568
1962-01-09		CHTDLS07P21E433J	romeoagazzi	2019/02/07	Caterina Cortese-Fusani		A-	Ferrata s.r.l.	1358	flaviaeinaudi@alice.it	(Decimal('-9.870786'), Decimal('-6.468332'))	706
1962-01-18		78540362171	marcos-viniciussiqueira	2019-04-11	Enrico Carvalho	"Estação de Pinto, 2
João Alfredo
61972488 Souza dos Dourados / MG"	A+	Nogueira	1384	ibarbosa@uol.com.br	(Decimal('-42.4496995'), Decimal('-13.241196'))	451
1947-12-01		VVNDLN77T57A690A	seddioirma	2021/03/19	Adelasia Casellati-Gadda	"Rotonda Meucci, 0
25076, Odolo (BS)"	B-	Bonolis-Alboni e figli	641	caironitiziana@tim.it	(Decimal('-7.572776'), Decimal('-111.010105'))	589
		274-67-8934	yasuhirosuzuki	01/18/2019, 00:00:00	小林 直人	埼玉県小平市九段南18丁目27番12号 東浅草アーバン868	O+	株式会社鈴木農林	1630	yamamotoyuki@hotmail.com	(Decimal('49.587245'), Decimal('113.161205'))	460
1971-03-23		597-95-5793	yamamotoyumiko	2020/05/20	山崎 翼		O+	佐々木保険合同会社	1859	yamamotokenichi@yahoo.com	(Decimal('-53.321901'), Decimal('161.351877'))	521
	経営者	114-32-7891	wmori	23 Jun 2021	吉田 浩	千葉県東久留米市東上野22丁目5番9号 パレス木立943	AB-	合同会社佐藤情報	1720	wyamada@gmail.com	(Decimal('87.2966515'), Decimal('-165.907684'))	52
	Cumim	61437890296	albuquerqueluana	07 Feb 2020	Maya Moreira	"Núcleo de Ferreira, 6
Araguaia
28002-291 Novais do Sul / PA"	B-	Sá	434	gael55@uol.com.br	(Decimal('-7.5708865'), Decimal('-8.929364'))	548
1975-01-30	Editor, magazine features	MSTRMR07L47E450Y	vittoriobataglia	2020/03/17	Eleanora Paruta-Vercelloni	"Incrocio Marconi, 1
12048, Sommariva Del Bosco (CN)"	B+	Marconi, Lopresti e Zaguri Group	588	liciaredi@fastwebnet.it	(Decimal('27.1445575'), Decimal('-8.222460'))	28
2012-09-01		326-86-6368	olafebert	26 Jan 2025	Enno Hering B.Sc.	"Stahrring 301
20780 Perleberg"	A+	Metz Rosenow GbR	1873	jirivollbrecht@web.de	(Decimal('-33.411539'), Decimal('142.847645'))	526
	Cenotécnico	16530297499	nteixeira	24 Apr 2023	Luiz Henrique Pacheco	"Passarela Alves, 44
Pongelupe
07687244 Aragão do Sul / RR"	B-	Borges Pastor Ltda.	431	qda-conceicao@gmail.com	(Decimal('31.745471'), Decimal('-94.760849'))	820
1941-07-03		147-41-0256	ydoerschner	14 May 2020	Carl Schulz-Käster	"Sophia-Anders-Allee 25/95
14162 Lemgo"	AB+	Matthäi	225	cjunken@googlemail.com	(Decimal('-30.200932'), Decimal('-170.860754'))	534
		740-60-4650	manabuikeda	2023/11/01	林 太郎	青森県八千代市平須賀8丁目18番20号	O-	鈴木食品有限会社	1727	osamuwatanabe@gmail.com	(Decimal('9.9113905'), Decimal('33.280444'))	67
	Designer	086-79-7861	meiksteuer	22 Sep 2023	Sami Sorgatz	"Steyallee 94/58
97237 Pfaffenhofen an der Ilm"	B-	Pruschke GmbH	1292	kuhlmehmet@googlemail.com	(Decimal('-62.7034645'), Decimal('56.477519'))	407
1999-09-16	Asphaltbauer	160-03-1405	dino66	27 Jan 2024	Alexandros Hauffer-Weitzel	"Ziegertstr. 93/92
46009 Oschatz"	A+	Benthin	1684	pbloch@hotmail.de	(Decimal('-46.6913245'), Decimal('37.814149'))	534
1965-06-09	グラフィックデザイナー	564-44-0851	rei02	09/01/2022, 00:00:00	中島 裕太	千葉県町田市神明内5丁目25番16号 一ツ橋パレス543	A+	有限会社藤田保険	537	jun61@gmail.com	(Decimal('-27.270715'), Decimal('108.715569'))	1
2013-01-05		PRZFLV18A46B868Q	ettaantonini	10/01/2023, 00:00:00	Tatiana Piccio-Carpaccio		B-	Fattori-Faggiani s.r.l.	651	qmortati@libero.it	(Decimal('29.581528'), Decimal('33.214283'))	191
	Sargento	31892456060	fogacanatalia	2022/06/10	Srta. Heloísa Vargas	"Residencial de Gonçalves, 14
Nossa Senhora Da Conceição
52293-685 Souza de da Mota / PR"	B+	Borges Ltda.	1692	augustosantos@uol.com.br	(Decimal('5.0926215'), Decimal('-179.000699'))	569
1990-12-17		893-05-3025	romuald42	2022-05-23	Gerhild Staude	"Helmuth-Striebitz-Straße 5-9
47956 Prenzlau"	AB-	Müller	805	vgroettner@web.de	(Decimal('-40.4862875'), Decimal('11.679375'))	482
1923-10-06		388-07-7000	meyerjonathan	20 Jan 2022	Elizabeth Colon	"51681 Kevin Crossroad
Thomasstad, NJ 75329"	O+	Williams Group	676	briandiaz@yahoo.com	(Decimal('-19.589677'), Decimal('-14.475762'))	169
	営業	328-42-7308	yoichi79	2019/05/28	鈴木 明美	千葉県長生郡長南町元浅草3丁目3番1号 パレス花島197	AB-	木村印刷合同会社	1532	shota81@hotmail.com	(Decimal('-85.3786895'), Decimal('-122.334968'))	725
		765-74-5156	takuma56	2024-01-14	高橋 春香	愛媛県安房郡鋸南町松が谷16丁目16番7号 太田ヶ谷シティ240	B+	合同会社伊藤電気	1604	kobayashisatomi@yahoo.com	(Decimal('74.6469995'), Decimal('-110.281536'))	819
		612-88-7230	jenniferlong	2023-02-24	Julie Oneal	"64608 Williams Bridge Suite 592
Pattonbury, GA 24559"	AB+	Bender-Vaughn	984	juan36@gmail.com	(Decimal('-53.7337815'), Decimal('136.383853'))	608
2012-04-14		837-32-9140	nanamikobayashi	2021/05/18	高橋 健一	京都府横浜市旭区上高野2丁目16番20号 豊町シティ423	A-	有限会社加藤銀行	373	ikobayashi@hotmail.com	(Decimal('52.4358125'), Decimal('-120.690650'))	178
		405-75-6635	hanakosuzuki	03/10/2020, 00:00:00	木村 京助	福島県練馬区豊町25丁目16番20号 シャルム油井643	O+	有限会社伊藤情報	1530	yui35@hotmail.com	(Decimal('-71.287644'), Decimal('-128.529683'))	141
2017-05-28		64598230142	holiveira	09/06/2024, 00:00:00	Asafe Nascimento	"Esplanada de Sá, 9
Pousada Santo Antonio
96570-567 Barros do Amparo / PI"	O+	Moraes Porto - ME	1397	ferreiradavi-lucas@uol.com.br	(Decimal('88.039789'), Decimal('-114.536791'))	700
		26509417820	yago52	21 May 2022	Ana Sophia Caldeira	"Trevo Gael Rodrigues, 55
Nova Suíça
73701394 Cavalcante / SE"	AB+	Abreu - ME	2030	ccaldeira@gmail.com	(Decimal('20.4149885'), Decimal('-156.141089'))	755
		165-45-7870	matsumotoasuka	04/08/2023, 00:00:00	鈴木 千代	鹿児島県印旛郡印旛村油井5丁目16番11号 下宇和田コーポ112	AB+	合同会社三浦印刷	149	mituru95@yahoo.com	(Decimal('-33.1470305'), Decimal('97.556865'))	461
1942-04-01		BRNVLR28A14M050S	rosalia87	2019-11-23	Ernesto Spadafora-Lollobrigida	"Stretto Bernardo, 24 Appartamento 1
20851, Santa Margherita (MB)"	A+	Boccaccio e figli	252	murialdofiorino@yahoo.com	(Decimal('7.371462'), Decimal('108.200416'))	203
1924-08-28	Auxiliar administrativo	39642187078	cauenogueira	2018-10-08	Giovanna Monteiro	"Loteamento Maria Clara Souza, 927
Camargos
42335-428 Brito / RR"	AB+	Correia	1907	elisa77@gmail.com	(Decimal('-29.316523'), Decimal('-91.187833'))	313
		567-27-4125	mrubio	2022-09-16	Patrick Schultz		O+	Clark, Conrad and Jackson	1735	tcamacho@yahoo.com	(Decimal('47.521577'), Decimal('-140.853595'))	40
2016-04-15		097-21-1126	satorika	2022-11-14	小林 太郎	神奈川県渋谷区柿木沢新田32丁目18番6号 千束パレス547	B+	高橋農林合同会社	2031	minoru12@hotmail.com	(Decimal('-7.4276525'), Decimal('-148.649644'))	509
1929-09-12		727-58-7245	youngshaun	12 Feb 2025	Kari Delgado		B-	Ochoa-Moreno	1023	qscott@gmail.com	(Decimal('-71.6794865'), Decimal('132.371960'))	623
		91305427661	domsales	2024-07-30	Renan Pastor	"Área Bárbara Farias
Bernadete
64151-019 Gomes / SC"	A-	Peixoto Almeida e Filhos	1950	egomes@ig.com.br	(Decimal('-44.088580'), Decimal('-168.837028'))	425
1987-03-16	Production assistant, radio	713-36-2475	kerri09	08/07/2022, 00:00:00	Cynthia Reynolds	"73739 Danielle Cove
Santiagoborough, OK 32217"	A-	Lamb, Salazar and Irwin	569	vburke@hotmail.com	(Decimal('-47.9999575'), Decimal('-56.254742'))	55
		814-21-8054	leenicole	19 Dec 2019	Colton Boyd	"81038 Monica Crossroad Suite 925
Gallagherborough, FM 63118"	B-	Ramirez-Clark	1921	juliamartinez@hotmail.com		44
		248-69-9360	seidelmagnus	24 May 2025	Dipl.-Ing. Francesco Seidel MBA.	"Peukertgasse 8-1
27125 Jülich"	B+	Wende GbR	1866	hans-karl44@gmx.de	(Decimal('50.1600485'), Decimal('-123.750570'))	270
2004-12-12		12306789568	marina79	11 Apr 2025	Felipe Pinto	"Alameda Carvalho, 74
Comiteco
63135541 Novaes das Flores / MA"	AB-	das Neves	58	portoeloah@ig.com.br	(Decimal('-75.348404'), Decimal('-119.664112'))	670
2007-08-20		338-21-1001	aturner	25 Dec 2024	Ashley Fuller	"0039 Michael Turnpike Apt. 740
Kellychester, DE 10971"	O+	Cabrera-Williams	1724	aliciafuller@hotmail.com	(Decimal('-14.182146'), Decimal('-161.827324'))	767
1996-08-20		521-81-5331	ikraus	10/08/2024, 00:00:00	Nadeschda Ullrich	"Gumprichweg 14/41
91161 Pößneck"	A-	Becker GmbH & Co. KG	351	langernemanuel@yahoo.de		465
		78634091520	andradeleonardo	11/06/2024, 00:00:00	Lucas Gabriel Lopes	"Alameda Anna Liz da Cunha, 30
São Salvador
51628-502 Oliveira / RS"	A+	Pinto	871	bellacosta@yahoo.com.br	(Decimal('54.192036'), Decimal('-91.760692'))	211
1947-01-19		909-15-1751	fkallert	2021-09-30	Herr Egon Ruppersberger	"Agatha-Siering-Straße 80/64
49675 Olpe"	AB-	Ehlert	1875	kristine72@web.de	(Decimal('10.607143'), Decimal('-10.322035'))	309
1958-09-07		385-00-4698	maike49	2024-02-13	Univ.Prof. Heide Rädel MBA.	"Monika-Gertz-Platz 6/8
06417 Nordhausen"	O+	Weiß AG	1004	emmerich93@gmail.com	(Decimal('-12.9695085'), Decimal('-173.798287'))	630
1975-01-30		09356127425	enzo-gabriel24	2018/11/25	Mathias Pinto	"Praia Bento Pereira, 71
Vila Pinho
43435-094 Sá de Fernandes / RJ"	AB+	da Luz	1342	laura38@bol.com.br	(Decimal('79.2632015'), Decimal('10.397752'))	464
2007-05-16		85273619068	ferreiraantony	2019-02-26	Maria Júlia Dias		B+	da Cunha Lopes S/A	1452	srodrigues@bol.com.br	(Decimal('41.385807'), Decimal('-13.637007'))	102
2015-01-03		696-91-0043	maritzahn	10/06/2021, 00:00:00	Ekkehart Renner	"Meyerring 63-56
85445 Hettstedt"	A-	Weitzel Faust GmbH & Co. KG	312	annikahendriks@web.de	(Decimal('-43.122188'), Decimal('-88.438482'))	80
		215-54-3825	heinz-josef18	09/19/2024, 00:00:00	Marlen Ziegert B.A.	"Gerhart-Dehmel-Straße 2/6
50349 Büsingen am Hochrhein"	B-	Schacht Kensy e.V.	1558	kadeandree@googlemail.com	(Decimal('-69.151753'), Decimal('99.283349'))	358
1944-04-09		513-69-2960	nwinkler	2021-04-30	Ing. Karl-Ernst Mitschke B.Eng.	"Hansjürgen-Radisch-Weg 48-89
45738 Gadebusch"	AB-	Fritsch	1752	ullmannlinus@googlemail.com	(Decimal('9.142874'), Decimal('51.181026'))	282
	小説家	262-88-9132	sayuri46	01 Jul 2021	阿部 香織	長野県武蔵村山市猿楽町37丁目24番5号	AB-	後藤印刷株式会社	418	hyamada@hotmail.com	(Decimal('-75.1086235'), Decimal('32.850627'))	66
1958-10-09	Pilot	926-38-6675	gutknechtmarleen	04/27/2023, 00:00:00	Univ.Prof. Hans-Walter Kuhl B.A.	"Weihmannweg 38
64777 Arnstadt"	O+	Werner Junk GmbH	1273	wagnerdiethelm@aol.de	(Decimal('-43.5997595'), Decimal('114.993704'))	791
		055-92-5749	else63	05/18/2020, 00:00:00	Dennis Kramer	"Patbergplatz 625
12313 Schongau"	O+	Zobel Dehmel Stiftung & Co. KGaA	1641	walfriedlorch@gmail.com		540
1918-07-26		MTAMRN94R59H971J	seraoelisa	09 Oct 2022	Rossana Tebaldi	"Piazza Mercedes, 1 Piano 5
56044, Serrazzano (PI)"	AB-	Lercari, Beccheria e Seddio s.r.l.	1825	lauradoria@poste.it	(Decimal('77.5017905'), Decimal('3.270182'))	613
1968-04-07	Techniker	386-20-1263	torsten09	19 Jan 2020	Dursun Ritter	"Stilla-Hartung-Ring 8-4
00233 Backnang"	O+	Junck e.G.	1611	dunja29@googlemail.com	(Decimal('73.4571945'), Decimal('43.934916'))	569
		585-20-3010	yamazakinanami	2025-08-19	清水 加奈		A-	株式会社加藤通信	371	kazuyakato@gmail.com	(Decimal('-71.371704'), Decimal('-152.149829'))	60
		67105392452	ravy65	09 Dec 2020	Maria Laura Melo	"Estação Yan Peixoto, 7
Santa Cecilia
91839-014 Aparecida da Praia / RJ"	A+	Carvalho - ME	1956	goncalvesjulia@hotmail.com	(Decimal('46.763990'), Decimal('-138.821757'))	74
		327-87-0604	dippelpietro	2024-02-09	Anne Christoph	"Alf-Schleich-Straße 6/4
87337 Bamberg"	O+	Walter	1126	beierreinhart@hotmail.de	(Decimal('-74.9546105'), Decimal('-143.827397'))	212
		41795602830	malbuquerque	03/01/2023, 00:00:00	Ayla Leão	"Chácara Abreu, 99
Mangueiras
04442-598 Caldeira / SC"	B+	Jesus Ltda.	960	noahmontenegro@hotmail.com	(Decimal('78.569283'), Decimal('-98.453790'))	211
1959-01-01	測量士	290-02-2627	naokisato	08/26/2023, 00:00:00	小林 篤司	佐賀県山武市吾妻橋10丁目27番9号 パレス明石町945	B+	村上ガス有限会社	1282	matsudanaoko@hotmail.com	(Decimal('65.8513145'), Decimal('-102.337425'))	399
	Psychologist, prison and probation services	596-96-8575	scott59	08/07/2022, 00:00:00	Hannah Alexander	"USNV Anderson
FPO AP 66628"	AB+	Wiggins, Dawson and Spence	1053	jenningschristine@hotmail.com	(Decimal('-42.2215165'), Decimal('-62.331957'))	722
2008-03-29		ZBRVNS82S02G811Z	roccodandolo	11 Feb 2019	Eugenia Bixio-Pizzo	"Contrada Pavanello, 8 Piano 6
70121, Bari (BA)"	B-	Ferragamo, Capuana e Pignatti Group	1358	libertoarmellini@fastwebnet.it	(Decimal('85.412438'), Decimal('89.729068'))	29
2001-10-08		60532189442	gpimenta	10 Nov 2021	Arthur Gabriel Azevedo	"Estação Catarina Guerra, 58
Buritis
88215978 Fogaça do Galho / AC"	B+	da Cunha	1381	costelaoliver@uol.com.br	(Decimal('-84.496051'), Decimal('34.499129'))	671
		BTALGO28D14E304G	fallacipaulina	03/31/2025, 00:00:00	Daniele Grossi	"Rotonda Fortunata, 3
28804, San Bernardino Verbano (VB)"	A+	Cagnotto, Argenti e Columbo s.r.l.	2005	malenchinilisa@tiscali.it	(Decimal('47.581438'), Decimal('144.464702'))	456
		SCMNTA12H02L160X	enziogaiatto	01/07/2020, 00:00:00	Pompeo Filogamo	"Vicolo Bartolomeo, 55 Appartamento 7
72028, Torre Santa Susanna (BR)"	A-	Bonomo-Castioni Group	339	gullottaemilio@poste.it	(Decimal('11.198709'), Decimal('-128.108111'))	718
	イラストレーター	098-38-6699	osamuogawa	05/28/2020, 00:00:00	木村 拓真	茨城県四街道市南郷屋28丁目4番4号	AB+	株式会社近藤銀行	583	rkondo@yahoo.com	(Decimal('-61.511385'), Decimal('-92.116582'))	551
		969-93-3545	xkade	22 Mar 2022	Gaby Briemer	"Södingplatz 4
18226 Bützow"	B+	Pechel Köhler GbR	1298	rmuelichen@yahoo.de	(Decimal('-24.9866315'), Decimal('-80.054920'))	169
		049-17-6102	takuma18	2024-10-12	山田 淳	長野県白井市油井28丁目12番15号 クレスト白金台254	O+	松田保険株式会社	740	wmaeda@gmail.com	(Decimal('81.610474'), Decimal('6.267933'))	558
	Psychologist, forensic	494-37-7200	mary30	2019/07/28	Sandra Hernandez	"8260 Bobby Terrace Suite 560
New Michele, NJ 38197"	O+	Byrd, Baker and Gutierrez	939	colemangina@hotmail.com	(Decimal('87.0540425'), Decimal('20.183281'))	665
		14760239804	uteixeira	27 Mar 2021	Marcela Cavalcante		O-	Pimenta Costela - EI	262	eduardalopes@ig.com.br	(Decimal('29.516276'), Decimal('92.017066'))	319
		89643250105	kvieira	2021/12/18	Kevin Leão		AB+	da Rocha	1777	zalves@gmail.com	(Decimal('39.4896205'), Decimal('-178.957434'))	260
1984-07-05	Mathematiker	726-94-3782	corinnehermighausen	2019/12/09	Friederike Patberg-Rohleder	"Josefa-Butte-Weg 25/64
47501 Wolfratshausen"	O+	Mende Tröst e.V.	1913	wilmsgrit@googlemail.com	(Decimal('36.657213'), Decimal('-109.065256'))	18
1952-02-27		591-82-1938	miki85	08 Apr 2021	加藤 あすか		O+	中村食品有限会社	117	mituru67@hotmail.com	(Decimal('-39.036643'), Decimal('-84.018959'))	609
		648-17-1685	dtakahashi	2023/05/10	中川 直人	岩手県南房総市六番町23丁目3番13号 アーバン戸島479	O+	吉田ガス有限会社	752	maayaabe@gmail.com	(Decimal('-37.816770'), Decimal('-77.574269'))	549
	Information officer	783-02-9118	martinezvictoria	2020-04-25	Mark Reed		A-	Melton Ltd	431	sherrymitchell@gmail.com	(Decimal('44.8773135'), Decimal('100.171674'))	622
1945-03-26		026-23-1879	powellkaitlyn	2022-09-24	Kathleen Baxter	"43288 Smith Expressway Suite 999
North Heatherport, MA 68907"	B+	Hunter and Sons	2029	taylormegan@gmail.com	(Decimal('14.649475'), Decimal('-142.016457'))	811
1954-07-16		220-10-8706	douglas12	2019-03-18	Jessica Reid	"850 Jeremiah Squares
Port David, NM 31541"	B+	Young LLC	336	cyoung@hotmail.com	(Decimal('-13.233229'), Decimal('51.203295'))	683
		CNLPLM59D01L571J	tomaselliamanda	23 Oct 2021	Livia Almagià	"Piazza Aurora, 39 Piano 7
15049, Vignale Monferrato (AL)"	B-	Romiti SPA	1554	fabba@gmail.com	(Decimal('80.7021745'), Decimal('-107.769631'))	350
2008-03-31		394-37-2443	cgoodwin	2019-08-23	Jose Ryan	"4295 Ramos Viaduct Suite 837
East David, OR 96845"	B+	Cantu-Hansen	1514	shellybrown@gmail.com	(Decimal('-41.7084525'), Decimal('18.763242'))	172
	Penhorista	80624713571	barbosaaurora	2021-12-03	Benicio Ramos	"Jardim Júlia da Rocha, 85
Engenho Nogueira
98429446 Azevedo / AC"	A+	Leão Pires Ltda.	509	zda-luz@ig.com.br	(Decimal('81.419239'), Decimal('3.701044'))	155
		NGRMLT79M51D865D	scarponipietro	2024-05-27	Patrizia Tomasini-Pascarella	"Incrocio Elvira, 40 Appartamento 18
33078, Gleris (PN)"	AB-	Fornaciari, Varano e Impastato s.r.l.	631	carla26@tele2.it	(Decimal('66.595466'), Decimal('106.045837'))	224
1914-03-10		LBNDRN77E67I530A	ucorrer	19 Nov 2021	Fernanda Conte	"Rotonda Gaetano, 23
16100, Genova (GE)"	O+	Civaschi e figli	1458	libertomolesini@libero.it	(Decimal('41.469073'), Decimal('-168.703188'))	737
		185-28-8903	zlatko42	2019-07-30	Dipl.-Ing. Celal Holt		AB-	Seifert	170	marek98@aol.de	(Decimal('21.404563'), Decimal('-44.742537'))	576
		264-03-8282	akemi93	2023-10-13	山田 舞	千葉県西多摩郡檜原村東上野38丁目22番6号 土沢パレス938	A-	有限会社井上印刷	1542	tanakayasuhiro@gmail.com	(Decimal('-81.1655515'), Decimal('-81.184643'))	266
1941-08-11		055-62-7782	minoru65	2024/06/02	佐藤 和也	鳥取県山武郡芝山町今戸36丁目12番7号	O+	合同会社藤田ガス	785	yumikotanaka@gmail.com	(Decimal('67.680249'), Decimal('159.568095'))	211
1952-09-11	Binnenschiffer	102-77-8537	wielochiwona	2020/12/26	Arif Nette MBA.		O-	Barth GbR	477	ralf-dieterwernecke@googlemail.com	(Decimal('2.047096'), Decimal('40.933406'))	174
1973-09-04	Product designer	MRNRMN50D18E611H	meucciricciotti	19 May 2021	Luciana Morabito-Blasi	"Strada Murri, 315
33075, Cordovado (PN)"	A+	Simeoni-Segni Group	1934	giorgiabajamonti@libero.it	(Decimal('-73.6575555'), Decimal('39.799645'))	544
		86504372144	jose-miguel34	2021-10-06	Levi Araújo		A+	Almeida	133	antonypastor@uol.com.br	(Decimal('-70.1130735'), Decimal('-138.541862'))	14
		LLLMRA84A57I359W	piergiuseppetrevisani	2023/08/23	Marissa Zanazzo	"Via Gradenigo, 28
89044, Moschetta Di Locri (RC)"	A-	Peruzzi-Soprano Group	360	casaleclaudia@vodafone.it	(Decimal('-10.4544145'), Decimal('142.714909'))	31
1925-02-10		437-37-1239	pscholl	12/16/2022, 00:00:00	Heinz-Wilhelm Pruschke		A-	Bähr AG	1189	goetzrenner@hotmail.de	(Decimal('41.014717'), Decimal('-52.655800'))	398
